rt,responses,questionId,trial_type,trial_index,time_elapsed,internal_node_id,subjectId,view_history,stimulus,key_press,button_pressed,id,type,shape,color,condition
5148,NA,,html-button-delay-response,20,119511,0.0-20.0,zwuge3tuc4,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.7,testing,dot,,AnotB_grey
4769,NA,,html-button-delay-response,21,124782,0.0-21.0,zwuge3tuc4,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.13,testing,dot,,AB
5071,NA,,html-button-delay-response,22,130356,0.0-22.0,zwuge3tuc4,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.9,testing,dot,,AnotB_red
4792,NA,,html-button-delay-response,23,135650,0.0-23.0,zwuge3tuc4,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,,2,testing.11,testing,dot,,AnotB_red
12035,['wugging had to do with the direction of the movement/rotation direction'],self_report,survey-multi-select,24,148192,0.0-24.0,zwuge3tuc4,,,,,,,,,
34556,2+ug,demo.1,survey-dropdown,25,182752,0.0-25.0,zwuge3tuc4,,,,,,,,,
34556,2+g,demo.2,survey-dropdown,25,182752,0.0-25.0,zwuge3tuc4,,,,,,,,,
34556,male,demo.3,survey-dropdown,25,182752,0.0-25.0,zwuge3tuc4,,,,,,,,,
34556,12-24,demo.4,survey-dropdown,25,182752,0.0-25.0,zwuge3tuc4,,,,,,,,,
36317,5ea89f088bb083108f4fe370,ProlificID,survey-text,0,36320,0.0-0.0,m7032a3a8w,,,,,,,,,
3488,NA,instructions,instructions,1,39809,0.0-1.0,m7032a3a8w,"[{""page_index"":0,""viewing_time"":3485}]",,,,,,,,
null,NA,,html-keyboard-response,2,43313,0.0-2.0,m7032a3a8w,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot34'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,3,47816,0.0-3.0,m7032a3a8w,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,4,52319,0.0-4.0,m7032a3a8w,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,5,56828,0.0-5.0,m7032a3a8w,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,6,61330,0.0-6.0,m7032a3a8w,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,7,65834,0.0-7.0,m7032a3a8w,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,null,,,,,,
30048,NA,break,html-button-response,8,96886,0.0-8.0,m7032a3a8w,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",,0,,,,,
13359,NA,,html-button-delay-response,9,110247,0.0-9.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.1,testing,dot,,AB
8869,NA,,html-button-delay-response,10,119618,0.0-10.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot21'></div></div> </div>,,2,testing.2,testing,dot,,notAnotB
9259,NA,,html-button-delay-response,11,129379,0.0-11.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,2,testing.15,testing,dot,,notAnotB
5151,NA,,html-button-delay-response,12,135033,0.0-12.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.9,testing,dot,,AnotB_red
5888,NA,,html-button-delay-response,13,141422,0.0-13.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,,2,testing.11,testing,dot,,AnotB_red
8494,NA,,html-button-delay-response,14,150419,0.0-14.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,2,testing.3,testing,dot,,notAB
21481,NA,,html-button-delay-response,15,172403,0.0-15.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot32'></div></div> </div>,,2,testing.4,testing,dot,,notAB
5116,NA,,html-button-delay-response,16,178021,0.0-16.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,,2,testing.8,testing,dot,,AnotB_grey
15077,NA,,html-button-delay-response,17,193600,0.0-17.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,,2,testing.12,testing,dot,,AB
9974,NA,,html-button-delay-response,18,204077,0.0-18.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot54'></div></div> </div>,,2,testing.5,testing,dot,,notAB
5393,NA,,html-button-delay-response,19,209972,0.0-19.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot43'></div></div> </div>,,2,testing.14,testing,dot,,notAnotB
4969,NA,,html-button-delay-response,20,215443,0.0-20.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.13,testing,dot,,AB
5085,NA,,html-button-delay-response,21,221030,0.0-21.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.7,testing,dot,,AnotB_grey
5027,NA,,html-button-delay-response,22,226559,0.0-22.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.6,testing,dot,,AnotB_grey
9120,NA,,html-button-delay-response,23,236181,0.0-23.0,m7032a3a8w,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,,2,testing.10,testing,dot,,AnotB_red
4803,['wugging had to do with the direction of the movement/rotation direction'],self_report,survey-multi-select,24,241490,0.0-24.0,m7032a3a8w,,,,,,,,,
21890,2+ug,demo.1,survey-dropdown,25,263385,0.0-25.0,m7032a3a8w,,,,,,,,,
21890,2+g,demo.2,survey-dropdown,25,263385,0.0-25.0,m7032a3a8w,,,,,,,,,
21890,male,demo.3,survey-dropdown,25,263385,0.0-25.0,m7032a3a8w,,,,,,,,,
21890,35-44,demo.4,survey-dropdown,25,263385,0.0-25.0,m7032a3a8w,,,,,,,,,
14914,5c1cb570c5e16f00015e2ed0,ProlificID,survey-text,0,14922,0.0-0.0,uq6pxz3lvo,,,,,,,,,
54827,NA,instructions,instructions,1,69752,0.0-1.0,uq6pxz3lvo,"[{""page_index"":0,""viewing_time"":54825}]",,,,,,,,
null,NA,,html-keyboard-response,2,73260,0.0-2.0,uq6pxz3lvo,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot34'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,3,77775,0.0-3.0,uq6pxz3lvo,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,4,82279,0.0-4.0,uq6pxz3lvo,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,5,86786,0.0-5.0,uq6pxz3lvo,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,6,91292,0.0-6.0,uq6pxz3lvo,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,7,95798,0.0-7.0,uq6pxz3lvo,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,null,,,,,,
41097,NA,break,html-button-response,8,137898,0.0-8.0,uq6pxz3lvo,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",,0,,,,,
8358,NA,,html-button-delay-response,9,146260,0.0-9.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,1,testing.1,testing,dot,,AB
5306,NA,,html-button-delay-response,10,152071,0.0-10.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot21'></div></div> </div>,,1,testing.2,testing,dot,,notAnotB
6863,NA,,html-button-delay-response,11,159437,0.0-11.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,,2,testing.11,testing,dot,,AnotB_red
5076,NA,,html-button-delay-response,12,165017,0.0-12.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.13,testing,dot,,AB
6222,NA,,html-button-delay-response,13,171743,0.0-13.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot32'></div></div> </div>,,2,testing.4,testing,dot,,notAB
5859,NA,,html-button-delay-response,14,178120,0.0-14.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,2,testing.15,testing,dot,,notAnotB
5401,NA,,html-button-delay-response,15,184025,0.0-15.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot54'></div></div> </div>,,2,testing.5,testing,dot,,notAB
5593,NA,,html-button-delay-response,16,190122,0.0-16.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,,2,testing.8,testing,dot,,AnotB_grey
5613,NA,,html-button-delay-response,17,196239,0.0-17.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.6,testing,dot,,AnotB_grey
4931,NA,,html-button-delay-response,18,201673,0.0-18.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,2,testing.3,testing,dot,,notAB
11220,NA,,html-button-delay-response,19,213397,0.0-19.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot43'></div></div> </div>,,2,testing.14,testing,dot,,notAnotB
30285,NA,,html-button-delay-response,20,244224,0.0-20.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.9,testing,dot,,AnotB_red
15078,NA,,html-button-delay-response,21,259806,0.0-21.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,,2,testing.10,testing,dot,,AnotB_red
8647,NA,,html-button-delay-response,22,268957,0.0-22.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,,2,testing.12,testing,dot,,AB
11594,NA,,html-button-delay-response,23,281056,0.0-23.0,uq6pxz3lvo,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.7,testing,dot,,AnotB_grey
7585,['wugging had to do with the direction of the movement/rotation direction'],self_report,survey-multi-select,24,289149,0.0-24.0,uq6pxz3lvo,,,,,,,,,
17282,none,demo.1,survey-dropdown,25,306438,0.0-25.0,uq6pxz3lvo,,,,,,,,,
17282,none,demo.2,survey-dropdown,25,306438,0.0-25.0,uq6pxz3lvo,,,,,,,,,
17282,female,demo.3,survey-dropdown,25,306438,0.0-25.0,uq6pxz3lvo,,,,,,,,,
17282,12-24,demo.4,survey-dropdown,25,306438,0.0-25.0,uq6pxz3lvo,,,,,,,,,
10226,5ba03cd2bde9810001e0f06b,ProlificID,survey-text,0,10228,0.0-0.0,ey8xmqcw6t,,,,,,,,,
5297,NA,instructions,instructions,1,15526,0.0-1.0,ey8xmqcw6t,"[{""page_index"":0,""viewing_time"":5297}]",,,,,,,,
null,NA,,html-keyboard-response,2,19028,0.0-2.0,ey8xmqcw6t,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,3,23531,0.0-3.0,ey8xmqcw6t,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot34'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,4,28034,0.0-4.0,ey8xmqcw6t,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,5,32537,0.0-5.0,ey8xmqcw6t,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,6,37040,0.0-6.0,ey8xmqcw6t,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,null,,,,,,
null,NA,,html-keyboard-response,7,41543,0.0-7.0,ey8xmqcw6t,,<p style='text-align:center'>The dot is going to wug:</p><div  class = 'container'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,null,,,,,,
3345,NA,break,html-button-response,8,45890,0.0-8.0,ey8xmqcw6t,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",,0,,,,,
6180,NA,,html-button-delay-response,9,52072,0.0-9.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,2,testing.1,testing,dot,,AB
6209,NA,,html-button-delay-response,10,58783,0.0-10.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1_red'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot21'></div></div> </div>,,0,testing.2,testing,dot,,notAnotB
5100,NA,,html-button-delay-response,11,64385,0.0-11.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot12'></div></div> </div>,,1,testing.10,testing,dot,,AnotB_red
4772,NA,,html-button-delay-response,12,69659,0.0-12.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot32'></div></div> </div>,,1,testing.4,testing,dot,,notAB
4897,NA,,html-button-delay-response,13,75059,0.0-13.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot23'></div></div> </div>,,2,testing.12,testing,dot,,AB
4703,NA,,html-button-delay-response,14,80264,0.0-14.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,0,testing.15,testing,dot,,notAnotB
4873,NA,,html-button-delay-response,15,85639,0.0-15.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3_red'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot43'></div></div> </div>,,0,testing.14,testing,dot,,notAnotB
5170,NA,,html-button-delay-response,16,91311,0.0-16.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,1,testing.7,testing,dot,,AnotB_grey
6215,NA,,html-button-delay-response,17,98028,0.0-17.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot54'></div></div> </div>,,0,testing.5,testing,dot,,notAB
4869,NA,,html-button-delay-response,18,103398,0.0-18.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4_red'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot45'></div></div> </div>,,2,testing.13,testing,dot,,AB
4505,NA,,html-button-delay-response,19,108406,0.0-19.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2_red'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,1,testing.6,testing,dot,,AnotB_grey
5018,NA,,html-button-delay-response,20,113926,0.0-20.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot67'></div></div> </div>,,1,testing.11,testing,dot,,AnotB_red
4622,NA,,html-button-delay-response,21,119051,0.0-21.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6_red'></div><div class='color7'></div><div class='color8'></div></div><div class='dot56'></div></div> </div>,,1,testing.9,testing,dot,,AnotB_red
4616,NA,,html-button-delay-response,22,124168,0.0-22.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5_red'></div><div class='color6'></div><div class='color7'></div><div class='color8'></div></div><div class='dot78'></div></div> </div>,,1,testing.8,testing,dot,,AnotB_grey
4496,NA,,html-button-delay-response,23,129167,0.0-23.0,ey8xmqcw6t,,<div  class = 'container2'> <div class='container3'><div class='palette'><div class='color1'></div><div class='color2'></div><div class='color3'></div><div class='color4'></div><div class='color5'></div><div class='color6'></div><div class='color7_red'></div><div class='color8'></div></div><div class='dot76'></div></div> </div>,,1,testing.3,testing,dot,,notAB
6074,"['wugging had to do with the direction of the movement/rotation direction', 'wugging had to do with the colors']",self_report,survey-multi-select,24,135746,0.0-24.0,ey8xmqcw6t,,,,,,,,,
18791,none,demo.1,survey-dropdown,25,154540,0.0-25.0,ey8xmqcw6t,,,,,,,,,
18791,none,demo.2,survey-dropdown,25,154540,0.0-25.0,ey8xmqcw6t,,,,,,,,,
18791,female,demo.3,survey-dropdown,25,154540,0.0-25.0,ey8xmqcw6t,,,,,,,,,
